age,workclass,population.weight,education,years.of.education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
57,Private,11.400797658319732,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
47,Private,10.754877030826584,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
59,State-gov,11.565176300768641,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40,United-States,<=50K
26,Private,12.181298279598089,HS-grad,9,Never-married,Sales,Not-in-family,Other,Male,0.0,0.0,40,United-States,<=50K
35,Private,12.12333213539119,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40,United-States,<=50K
61,Self-emp-inc,11.811317480686704,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,Germany,>50K
17,Private,11.890587628416304,11th,7,Never-married,Sales,Own-child,White,Female,0.0,0.0,30,United-States,<=50K
34,Private,13.054317914127314,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50,United-States,>50K
42,Private,12.066459942018342,HS-grad,9,Separated,Sales,Own-child,White,Female,0.0,0.0,40,United-States,<=50K
39,Private,12.160876515077204,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K
58,Private,11.795145145687446,5th-6th,3,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0.0,0.0,40,United-States,<=50K
40,Private,11.952411895359067,10th,6,Never-married,Craft-repair,Other-relative,Black,Male,0.0,0.0,55,United-States,<=50K
31,Private,10.666650414667744,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,37,United-States,<=50K
36,Private,12.160876515077204,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50,United-States,<=50K
23,Private,12.110777965605726,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40,United-States,<=50K
33,Private,11.570958496220838,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,41,United-States,<=50K
52,Private,11.89395442759752,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,>50K
22,Private,11.54675668083907,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,24,United-States,<=50K
51,Private,12.223106738085953,Some-college,10,Divorced,Sales,Unmarried,White,Female,0.0,0.0,40,Italy,<=50K
31,Federal-gov,12.033580620214229,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
49,Self-emp-inc,12.459803596112174,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K
49,Private,12.051183359667288,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0.0,0.0,40,United-States,<=50K
53,Federal-gov,12.325365651718156,Some-college,10,Widowed,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40,United-States,<=50K
20,Private,13.004829060814794,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40,United-States,<=50K
26,Private,12.908647743281307,Assoc-acdm,12,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,40,United-States,<=50K
61,Local-gov,12.160018235769755,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,6,United-States,<=50K
43,Private,12.308408090271252,Masters,14,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,30,Poland,<=50K
46,Self-emp-inc,11.502167808317267,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,52,United-States,<=50K
43,Local-gov,12.038860366536763,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,35,United-States,<=50K
41,Private,11.535987480566929,HS-grad,9,Divorced,Sales,Unmarried,Black,Female,0.0,0.0,40,United-States,<=50K
44,Self-emp-not-inc,12.348808422542133,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,55,United-States,<=50K
54,Private,13.015352611944127,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40,United-States,<=50K
32,Private,11.486889450419387,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40,Canada,<=50K
25,Private,12.250089530946948,Some-college,10,Separated,Adm-clerical,Own-child,White,Male,0.0,0.0,40,United-States,<=50K
23,Private,10.520644220844389,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50,United-States,<=50K
25,Local-gov,12.002131050949618,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,45,United-States,<=50K
19,Private,11.687517223702242,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,50,United-States,<=50K
37,Self-emp-not-inc,11.830032835606653,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60,United-States,<=50K
45,Private,11.75433320589002,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,45,United-States,<=50K
37,Private,12.763162388556008,HS-grad,9,Never-married,Sales,Not-in-family,Black,Male,0.0,0.0,44,United-States,<=50K
19,Private,12.176108161010701,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40,United-States,<=50K
17,Private,10.74714307336516,11th,7,Never-married,Other-service,Own-child,White,Male,0.0,0.0,5,United-States,<=50K
27,Private,10.305780969478658,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
19,Federal-gov,12.363725756108414,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40,United-States,<=50K
43,Private,12.38123530512565,10th,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0.0,0.0,40,United-States,<=50K
42,Private,12.348548293776929,10th,6,Never-married,Transport-moving,Unmarried,White,Male,0.0,0.0,40,United-States,>50K
54,Self-emp-not-inc,11.650589556219762,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,<=50K
50,Private,11.833674741126204,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60,United-States,>50K
40,Private,12.471114092375519,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
55,Private,12.691605076393536,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,25,United-States,<=50K
50,Private,11.63670824389531,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
31,Private,11.109697851802256,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50,United-States,<=50K
42,Private,10.855068205188731,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0.0,0.0,32,United-States,<=50K
24,Private,12.394724126018998,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,45,United-States,>50K
30,Private,10.316490843682582,11th,7,Divorced,Sales,Own-child,White,Male,0.0,0.0,40,United-States,<=50K
39,Local-gov,12.773171791735175,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Wife,White,Female,0.0,0.0,50,United-States,>50K
37,Private,11.876964229309246,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,50,United-States,<=50K
33,Private,11.775458945889039,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,United-States,<=50K
48,Private,12.706178012125783,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K
43,Self-emp-inc,12.190684858469528,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0.0,0.0,78,Thailand,<=50K
39,Private,10.09999961284942,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,>50K
53,Private,10.444910274279497,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45,United-States,>50K
52,Self-emp-not-inc,12.06589061493031,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60,United-States,<=50K
28,State-gov,11.201114620939853,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0.0,0.0,20,United-States,<=50K
32,Private,11.370485941070982,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,52,United-States,<=50K
31,Private,12.09618523224862,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,0.0,0.0,90,United-States,>50K
31,Private,11.756741853073777,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40,United-States,>50K
47,Private,11.65330460814213,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
19,State-gov,12.058633559153765,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,50,United-States,<=50K
40,Private,12.453725377978088,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40,United-States,<=50K
40,Private,12.220335446481176,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,45,United-States,<=50K
41,Private,12.123250662579979,11th,7,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
53,Federal-gov,11.780690503581651,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,40,United-States,<=50K
46,Private,11.81101321013589,11th,7,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,0.0,0.0,43,Germany,<=50K
19,Private,12.272071038036795,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
49,Private,11.900382734185493,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,40,Peru,<=50K
59,Private,12.59897247345003,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
32,Private,12.105544877756152,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,50,United-States,>50K
35,State-gov,12.260163024427046,Some-college,10,Never-married,Protective-serv,Not-in-family,Black,Male,0.0,0.0,40,United-States,<=50K
58,Self-emp-inc,12.121989703758214,10th,6,Married-civ-spouse,Transport-moving,Wife,White,Female,0.0,0.0,40,United-States,<=50K
28,Private,12.998207327162177,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,43,Mexico,<=50K
36,Federal-gov,12.294738070494596,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40,United-States,>50K
41,Self-emp-not-inc,11.858838708984914,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,35,United-States,<=50K
47,Private,11.123092535206728,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,>50K
61,Private,12.757339391293687,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,16,United-States,<=50K
36,Private,12.726638677126937,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,>50K
38,Private,10.23988835803477,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
50,Private,10.32377558953593,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45,United-States,<=50K
44,Self-emp-not-inc,11.702206084552653,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,66,United-States,<=50K
51,Private,12.129645062080188,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45,United-States,>50K
44,Self-emp-inc,12.343514507294168,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,>50K
25,Private,12.605606867317464,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,50,United-States,<=50K
60,Private,12.132156962580005,11th,7,Widowed,Transport-moving,Unmarried,Black,Male,0.0,0.0,40,United-States,<=50K
49,Self-emp-inc,11.74318761880443,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,>50K
46,Private,13.242603835567582,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,60,United-States,>50K
56,Private,12.648351726761055,HS-grad,9,Widowed,Adm-clerical,Unmarried,Black,Female,0.0,0.0,38,United-States,<=50K
22,Private,12.64482100309348,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
76,Private,12.261762759723366,HS-grad,9,Widowed,Other-service,Not-in-family,Black,Female,0.0,0.0,2,United-States,<=50K
41,Self-emp-inc,11.452262092402993,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60,United-States,>50K
46,Private,11.992316147646305,10th,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0.0,0.0,40,United-States,<=50K
30,Private,12.087716945933092,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,>50K
39,Private,10.841559345471941,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,United-States,>50K
40,Private,11.518758420162673,10th,6,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0.0,0.0,40,United-States,<=50K
70,Federal-gov,12.001530019365102,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,40,United-States,<=50K
49,Private,11.526048973786606,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,75,United-States,<=50K
24,Private,10.662118120207166,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,60,United-States,<=50K
61,Private,11.703049833827205,Prof-school,15,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,5,United-States,>50K
25,Private,11.495616525847591,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0.0,0.0,40,United-States,<=50K
28,Local-gov,12.28526268209069,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
69,State-gov,12.249467327849363,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,11,United-States,<=50K
22,Private,12.24500966459994,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,0.0,0.0,36,United-States,<=50K
47,Private,10.441412646183837,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,38,United-States,<=50K
38,Private,11.335328728611989,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,48,United-States,<=50K
26,Private,12.11766757052176,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40,United-States,<=50K
17,Private,12.195269501134888,11th,7,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0.0,0.0,24,United-States,<=50K
33,Self-emp-not-inc,12.368497570609671,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,35,United-States,<=50K
43,Self-emp-not-inc,10.469851945892822,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
58,Private,12.452241078080167,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,>50K
26,Private,12.453963442088705,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,25,United-States,<=50K
43,Local-gov,12.589755568309382,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.0,40,United-States,>50K
25,Private,12.070212829945918,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0.0,0.0,25,United-States,<=50K
57,Federal-gov,12.538120824710518,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K
37,Private,12.073871795912016,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,0.0,0.0,60,United-States,>50K
32,Private,12.906227713387178,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,48,United-States,<=50K
26,Private,11.524369728854486,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,41,United-States,<=50K
45,Private,11.547703632306105,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,>50K
27,Private,10.08334774933398,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,0.0,0.0,40,United-States,<=50K
28,Self-emp-inc,12.25627134106292,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50,United-States,>50K
32,Private,11.29051914183653,11th,7,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,43,United-States,>50K
36,Self-emp-not-inc,11.561925131002136,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55,United-States,>50K
19,Private,12.327298636297542,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
37,Self-emp-inc,12.888745157796098,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,80,United-States,>50K
20,Private,10.396139022323208,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,45,United-States,<=50K
60,State-gov,12.579682382967798,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,<=50K
32,Private,11.72200254573936,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,42,United-States,<=50K
58,State-gov,10.787957325420447,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,<=50K
42,Private,12.410310607089697,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,<=50K
20,Private,12.975592731345278,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,14,United-States,<=50K
42,State-gov,12.985413577248162,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,40,United-States,<=50K
25,Private,12.323606761319688,Some-college,10,Married-spouse-absent,Prof-specialty,Unmarried,Black,Male,0.0,0.0,40,United-States,<=50K
37,Self-emp-inc,12.287906056629193,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,35,United-States,>50K
66,Self-emp-not-inc,12.607646860588503,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50,United-States,<=50K
59,Self-emp-inc,11.736077016252437,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,England,>50K
44,Private,11.727907804003731,Bachelors,13,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40,China,<=50K
46,Private,11.954336699851861,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,58,United-States,>50K
17,Local-gov,10.377389822197522,9th,5,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,9,United-States,<=50K
47,Local-gov,12.416706273026223,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40,United-States,<=50K
47,State-gov,11.859941915467113,9th,5,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
30,Private,10.373053586050816,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K
20,Private,12.048254415120404,Some-college,10,Never-married,Farming-fishing,Own-child,White,Female,0.0,0.0,40,United-States,<=50K
20,Private,12.351414642576037,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,15,United-States,<=50K
33,Private,11.978688867145916,HS-grad,9,Divorced,Other-service,Unmarried,White,Male,0.0,0.0,40,United-States,<=50K
48,Private,12.078392671345227,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,<=50K
37,Private,10.199844390177743,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,12,United-States,<=50K
47,Private,12.35720018885314,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40,United-States,<=50K
40,Private,11.362056062526039,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,>50K
48,Private,11.739439330389898,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40,United-States,>50K
49,Private,12.41026168979253,10th,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,42,United-States,>50K
50,Private,11.20495904921574,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
30,Private,12.19125845526702,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
34,Private,11.71273488054641,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,<=50K
43,Private,11.235101309860694,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,<=50K
22,Private,12.277146017940064,10th,6,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,40,United-States,<=50K
35,Private,12.49108240052015,HS-grad,9,Separated,Other-service,Not-in-family,Black,Male,0.0,0.0,40,United-States,<=50K
26,State-gov,12.19175564463538,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0.0,0.0,30,United-States,<=50K
39,Local-gov,12.22131095056894,HS-grad,9,Separated,Protective-serv,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
59,Local-gov,12.01791006311121,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K
69,Private,13.066937344478609,5th-6th,3,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K
27,Private,12.032361908984115,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K
17,Private,12.00453768781208,10th,6,Never-married,Sales,Own-child,White,Male,0.0,0.0,30,United-States,<=50K
38,Private,12.102615872160072,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,<=50K
27,Private,11.905440413902765,10th,6,Never-married,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K
23,Private,12.210930825440531,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40,United-States,<=50K
17,Private,11.781478233392834,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,24,United-States,<=50K
56,Private,11.671201907834636,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
24,Private,12.273628484981005,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
44,Private,11.844665091868247,12th,8,Divorced,Transport-moving,Unmarried,Black,Male,0.0,0.0,40,United-States,<=50K
23,Private,12.663111342073176,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,30,United-States,<=50K
25,Private,12.771551213733972,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,65,United-States,<=50K
21,Private,12.374485422137878,Some-college,10,Never-married,Other-service,Other-relative,Black,Female,0.0,0.0,8,United-States,<=50K
18,Private,12.247444888635906,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,6,United-States,<=50K
45,Private,11.915994371144912,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K
51,Private,11.946932677427974,7th-8th,4,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40,United-States,<=50K
42,Federal-gov,11.85977227058998,HS-grad,9,Separated,Other-service,Other-relative,Black,Female,0.0,0.0,40,United-States,<=50K
47,Private,11.624448950455468,Some-college,10,Never-married,Other-service,Not-in-family,Black,Female,0.0,0.0,35,Outlying-US(Guam-USVI-etc),<=50K
29,Private,11.625369830810577,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40,United-States,<=50K
33,Private,11.273500081081735,11th,7,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,40,United-States,<=50K
43,Local-gov,11.986516402125993,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K
20,Private,12.070911353913079,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,16,United-States,<=50K
19,Private,11.043481678983007,Bachelors,13,Never-married,Other-service,Own-child,Black,Female,0.0,0.0,40,Jamaica,<=50K
24,Private,12.19677455192404,Some-college,10,Never-married,Other-service,Own-child,White,Male,0.0,0.0,30,United-States,<=50K
19,Private,11.730179708304206,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40,United-States,<=50K
52,Private,12.24595660022861,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,<=50K
38,Self-emp-not-inc,12.457807540957933,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,52,United-States,<=50K
24,State-gov,11.899914265830787,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,50,United-States,<=50K
32,Local-gov,12.40602535603007,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50,United-States,<=50K
72,Private,12.270248600948737,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,8,United-States,<=50K
26,Private,12.494678041587491,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,>50K
29,Private,12.208629374311863,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,<=50K
48,Self-emp-not-inc,11.090354888959125,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50,United-States,<=50K
40,Private,11.546321555588657,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45,United-States,>50K
51,Private,11.171096908847732,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0.0,0.0,45,Scotland,<=50K
28,Self-emp-not-inc,11.739606751114582,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0.0,0.0,40,United-States,<=50K
22,Private,12.03877171222057,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,20,United-States,<=50K
23,Private,11.707439062529545,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K
65,Private,12.241835463973695,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,16,United-States,<=50K
26,Local-gov,10.73852484409569,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,<=50K
38,Self-emp-not-inc,12.68275392952915,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,10,United-States,<=50K
33,Private,11.912942425504665,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,60,United-States,>50K
33,Local-gov,11.693829350676562,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,60,United-States,<=50K
37,Private,13.721638243935322,Bachelors,13,Never-married,Sales,Not-in-family,Black,Female,0.0,0.0,40,United-States,<=50K
